source,title,authors,doi,arxiv_id,published_date,year,container_title,venue,publisher,abstract,keywords,is_open_access,url,download_url,local_path,download_date,citation_count,type
crossref,Figure 20.3. Taxation of energy in Luxembourg on a carbon emission basis,,10.1787/888932766681,,,,,,,,,False,https://doi.org/10.1787/888932766681,,,,,component
crossref,Figure 18.2. Taxation of energy in Japan on a carbon emission basis,,10.1787/888932766586,,,,,,,,,False,https://doi.org/10.1787/888932766586,,,,,component
crossref,Figure 28.2. Taxation of energy in Slovenia on a carbon emission basis,,10.1787/888932767099,,,,,,,,,False,https://doi.org/10.1787/888932767099,,,,,component
crossref,Figure 3.3. Taxation of energy in Belgium on a carbon emission basis,,10.1787/888932765940,,,,,,,,,False,https://doi.org/10.1787/888932765940,,,,,component
crossref,,,10.1117/12.2234979.5042345297001,,,,,,,,,False,https://doi.org/10.1117/12.2234979.5042345297001,,,,,component
crossref,Figure 10.2. Taxation of energy in France on a carbon emission basis,,10.1787/888932766244,,,,,,,,,False,https://doi.org/10.1787/888932766244,,,,,component
crossref,Sustainable Inventory Model with Carbon Emission Dependent Demand Under Different Carbon Emission Policies,Shikha Yadav; Farah Siddiqui; Aditi Khanna,10.1007/978-981-16-2156-7_9,,2021,,Inventory Optimization,,,,,False,https://doi.org/10.1007/978-981-16-2156-7_9,,,,,book-chapter
crossref,Calculation method of carbon dioxide emission intensity from iron and steel production,,10.3403/bsiso14404,,,,,,,,,False,https://doi.org/10.3403/bsiso14404,,,,,standard
crossref,China's Provincial Carbon Shadow Price and Carbon Emission Efficiency Based on Stochastic Frontier Analysis,Ken Yang; Gento Mogi,10.2139/ssrn.4743055,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4743055,,,,,posted-content
crossref,"Carbon-energy tax, emission permits and border tax adjustments",Alberto Majocchi,10.4337/9781781952191.00029,,2012-09-30,,"Carbon Pricing, Growth and the Environment",,,,,False,https://doi.org/10.4337/9781781952191.00029,,,,,book-chapter
crossref,Figure 31.2. Taxation of energy in Switzerland on a carbon emission basis,,10.1787/888932767251,,,,,,,,,False,https://doi.org/10.1787/888932767251,,,,,component
crossref,Figure 13.3. Taxation of energy in Hungary on a carbon emission basis,,10.1787/888932766377,,,,,,,,,False,https://doi.org/10.1787/888932766377,,,,,component
crossref,Figure 24.3. Taxation of energy in Norway on a carbon emission basis,,10.1787/888932766928,,,,,,,,,False,https://doi.org/10.1787/888932766928,,,,,component
crossref,Figure 8.2. Taxation of energy in Estonia on a carbon emission basis,,10.1787/888932766149,,,,,,,,,False,https://doi.org/10.1787/888932766149,,,,,component
crossref,Figure 2.2. Taxation of energy in Austria on a carbon emission basis,,10.1787/888932765883,,,,,,,,,False,https://doi.org/10.1787/888932765883,,,,,component
crossref,Research on the Effect of Carbon Emission Trading Policy on Carbon Emission Reduction-Empirical Analysis based on PSM-DID Model,Jiaqiu Wang; Xiaocheng Sun,10.1142/9789811270277_0015,,2024-02-25,,Economic Management and Big Data Application,,,,,False,https://doi.org/10.1142/9789811270277_0015,,,,,proceedings-article
crossref,Figure 4.2. Taxation of energy in Canada on a carbon emission basis,,10.1787/888932765978,,,,,,,,,False,https://doi.org/10.1787/888932765978,,,,,component
crossref,Synthesis and Electron Emission Properties of Aligned Carbon Nanotube Arrays,Suman Neupane,10.25148/etd.fi14040825,,,,,,,,,False,https://doi.org/10.25148/etd.fi14040825,,,,,dissertation
crossref,Figure 7.3. Taxation of energy in Denmark on a carbon emission basis,,10.1787/888932766111,,,,,,,,,False,https://doi.org/10.1787/888932766111,,,,,component
crossref,Hedging China's Carbon Emission Allowance Markets,Weixin Hong; Di Li,10.2139/ssrn.5231866,,2025,,,,,,,False,https://doi.org/10.2139/ssrn.5231866,,,,,posted-content
crossref,Figure 21.2. Taxation of energy in Mexico on a carbon emission basis,,10.1787/888932766719,,,,,,,,,False,https://doi.org/10.1787/888932766719,,,,,component
crossref,China's Photovoltaic Power Generation Facilitates Carbon Emission Reduction,Liqiong Jia,10.5194/egusphere-egu25-8928,,2025-03-18,,,,,,,False,https://doi.org/10.5194/egusphere-egu25-8928,,,,,posted-content
crossref,Figure 16.2. Taxation of energy in Israel on a carbon emission basis,,10.1787/888932766510,,,,,,,,,False,https://doi.org/10.1787/888932766510,,,,,component
crossref,Pricing and Emission Reduction Strategy of Manufacturer with Carbon Emission Constraints in Low Carbon Supply Chain,Xi Liang; Yu Xiong; Yun Zhang Hou; Sen Mao Xia,10.4028/www.scientific.net/kem.572.659,,2013-09,,Key Engineering Materials,,,,,False,https://doi.org/10.4028/www.scientific.net/kem.572.659,,,,,journal-article
crossref,"Examining the link between carbon emission, carbon emission intensity and financial development in Nigeria. A Dynamic ARDL Simulation",Kingsley Ikechukwu Okere; Maxwell Onyemachi Ogbulu; Obumneke Bob Muoneke; Favour Chidinma Onuoha; Agbede Moses Oyeyemi,10.21203/rs.3.rs-346626/v1,,2021-04-15,,,,,,,True,https://doi.org/10.21203/rs.3.rs-346626/v1,https://www.researchsquare.com/article/rs-346626/v1.pdf?c=1629684119000,"carbon_papers\Examining the link between carbon emission, carbon emission intensity and financial development in Nigeria. A Dynamic ARDL Simulation.pdf",2025-05-14,,posted-content
crossref,Figure 25.2. Taxation of energy in Poland on a carbon emission basis,,10.1787/888932766966,,,,,,,,,False,https://doi.org/10.1787/888932766966,,,,,component
crossref,Figure 17.2. Taxation of energy in Italy on a carbon emission basis,,10.1787/888932766548,,,,,,,,,False,https://doi.org/10.1787/888932766548,,,,,component
crossref,Figure 29.3. Taxation of energy in Spain on a carbon emission basis,,10.1787/888932767156,,,,,,,,,False,https://doi.org/10.1787/888932767156,,,,,component
crossref,Figure 5.2. Taxation of energy in Chile on a carbon emission basis,,10.1787/888932766016,,,,,,,,,False,https://doi.org/10.1787/888932766016,,,,,component
crossref,The Influence Of Carbon Nanocluster Defects On Carbon Film Field Emission,,10.1109/ivmc.1997.627640,,1997,,10th International Conference on Vacuum Microelectronics,,,,,False,https://doi.org/10.1109/ivmc.1997.627640,,,,,proceedings-article
crossref,Figure 26.2. Taxation of energy in Portugal on a carbon emission basis,,10.1787/888932767004,,,,,,,,,False,https://doi.org/10.1787/888932767004,,,,,component
crossref,"Figure 1.9. Carbon dioxide (CO2) emission intensities per unit of GDP, 2010",,10.1787/888932976802,,,,,,,,,False,https://doi.org/10.1787/888932976802,,,,,component
crossref,Figure 9.3. Taxation of energy in Finland on a carbon emission basis,,10.1787/888932766206,,,,,,,,,False,https://doi.org/10.1787/888932766206,,,,,component
crossref,Figure 19.2. Taxation of energy in Korea on a carbon emission basis,,10.1787/888932766624,,,,,,,,,False,https://doi.org/10.1787/888932766624,,,,,component
crossref,Figure 1.2. Taxation of energy in Australia on a carbon emission basis,,10.1787/888932765845,,,,,,,,,False,https://doi.org/10.1787/888932765845,,,,,component
crossref,"Review for ""Emission rate of carbon dioxide while sleeping""",Xiaofeng Li,10.1111/ina.12911/v1/review1,,2021-06-01,,,,,,,True,https://doi.org/10.1111/ina.12911/v1/review1,https://doi.org/10.1111/ina.12911/v1/review1,,,,peer-review
crossref,K emission band of graphite,S. Ergun; W. Weisweiler,10.1016/0008-6223(70)90135-1,,1970-02,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(70)90135-1,,,,,journal-article
crossref,The Spatial-Temporal Evolution of China’s Carbon Emission Intensity and the Analysis of Regional Emission Reduction Potential under the Carbon Emissions Trading Mechanism,Xiufan Zhang; Decheng Fan,10.3390/su14127442,,2022-06-17,,Sustainability,,,,,True,https://doi.org/10.3390/su14127442,https://www.mdpi.com/2071-1050/14/12/7442/pdf?version=1655470167,carbon_papers\The Spatial-Temporal Evolution of China’s Carbon Emission Intensity and the Analysis of Regional Emission Reduction Potential under the Carbon Emissions Trading Mechanism.pdf,2025-05-14,,journal-article
crossref,Mining and its Effects on Carbon Emission: An Analysis,S Saba,10.21275/sr24309223014,,2024-03-05,,International Journal of Science and Research (IJSR),,,,,True,https://doi.org/10.21275/sr24309223014,https://doi.org/10.21275/sr24309223014,carbon_papers\Mining and its Effects on Carbon Emission: An Analysis.pdf,2025-05-14,,journal-article
crossref,Figure 32.3. Taxation of energy in Turkey on a carbon emission basis,,10.1787/888932767308,,,,,,,,,False,https://doi.org/10.1787/888932767308,,,,,component
crossref,X-ray emission spectra of carbon materials,E.Z. Kurmaev; S.N. Shamin; K.M. Kolobova; S.V. Shulepov,10.1016/0008-6223(86)90224-1,,1986,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(86)90224-1,,,,,journal-article
crossref,Figure 15.2. Taxation of energy in Ireland on a carbon emission basis,,10.1787/888932766472,,,,,,,,,False,https://doi.org/10.1787/888932766472,,,,,component
crossref,The Way to Low Carbon Emission: How Has China's Low-Carbon Pilot Policy Influenced Carbon Efficiency?,Ge Gao; Tao Zhou; Haishan Yu; Na Wang,10.2139/ssrn.4348190,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4348190,,,,,posted-content
crossref,Can carbon emission trading policy enhance the synergistic emission reduction of carbon dioxide and air pollutants? A comparative study considering different pollutants,Zhihao Chen; Yong He; Nuo Liao,10.1016/j.energy.2024.132364,,2024-10,,Energy,,,,,False,https://doi.org/10.1016/j.energy.2024.132364,,,,,journal-article
crossref,Interregional Carbon Emission Transfer,Youguo Zhang,10.1007/978-981-16-4971-4_5,,2021,,Spillover and Feedback Effects in Low Carbon Development,,,,,False,https://doi.org/10.1007/978-981-16-4971-4_5,,,,,book-chapter
crossref,"Review for ""Emission rate of carbon dioxide while sleeping""",Andrew Persily,10.1111/ina.12911/v2/review2,,2021-07-11,,,,,,,True,https://doi.org/10.1111/ina.12911/v2/review2,https://doi.org/10.1111/ina.12911/v2/review2,,,,peer-review
crossref,Joint peak power and carbon emission shaving in active distribution systems using carbon emission flow-based deep reinforcement learning,Sangyoon Lee; Panggah Prabawa; Dae-Hyun Choi,10.1016/j.apenergy.2024.124944,,2025-02,,Applied Energy,,,,,False,https://doi.org/10.1016/j.apenergy.2024.124944,,,,,journal-article
crossref,Figure 11.2. Taxation of energy in Germany on a carbon emission basis,,10.1787/888932766282,,,,,,,,,False,https://doi.org/10.1787/888932766282,,,,,component
crossref,Supplemental Information 1: Train and test code for the carbon emission prediction.,,10.7717/peerj-cs.2048/supp-1,,,,,,,,,True,https://doi.org/10.7717/peerj-cs.2048/supp-1,https://doi.org/10.7717/peerj-cs.2048/supp-1,carbon_papers\Supplemental Information 1: Train and test code for the carbon emission prediction..pdf,2025-05-14,,component
crossref,Can Carbon Emission Trading Scheme Reduce Carbon Emissions? Evidence from Pilot Areas in China,Wei Jiang; Xin Wang,10.2139/ssrn.4541352,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4541352,,,,,posted-content
crossref,Carbon Vapor and Carbon Plasma Infrared Emission,László Nemes,10.36959/961/625,,2019-12-31,,Annals of Atoms and Molecules,,,,,True,https://doi.org/10.36959/961/625,https://scholars.direct/Articles/atoms-and-molecules/aam-1-001.pdf?jid=atoms-and-molecules,carbon_papers\Carbon Vapor and Carbon Plasma Infrared Emission.pdf,2025-05-14,,journal-article
crossref,The Influence of Carbon Emission Trading Prices on Financing Decisions of Supply Chain Constrained by Capital Under the Carbon Emission Reduction Percentage Policy,Liurui Deng; Chen Cao; Wei Li,10.2139/ssrn.4221753,,2022,,SSRN Electronic Journal,,,,,False,https://doi.org/10.2139/ssrn.4221753,,,,,journal-article
crossref,Figure 30.3. Taxation of energy in Sweden on a carbon emission basis,,10.1787/888932767213,,,,,,,,,False,https://doi.org/10.1787/888932767213,,,,,component
crossref,Heat Localization and Thermionic Emission from Carbon Nanotubes,Alireza Nojeh,10.1201/9781003141990-5,,2021-12-14,,Nanostructured Carbon Electron Emitters and Their Applications,,,,,False,https://doi.org/10.1201/9781003141990-5,,,,,book-chapter
crossref,Empowering Nigeria's Environmental Future: Proposing a Robust Carbon Taxation Regime for Sustainable Management and Carbon Emission Control,Kings Jonah,10.2139/ssrn.4921699,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4921699,,,,,posted-content
crossref,Mapping carbon emission networks in China: insights from province-level spatial differentiation,Yishuang Liu; Li Deng,10.20517/cf.2024.26,,2024-11-20,,Carbon Footprints,,,,,True,https://doi.org/10.20517/cf.2024.26,https://doi.org/10.20517/cf.2024.26,carbon_papers\Mapping carbon emission networks in China: insights from province-level spatial differentiation.pdf,2025-05-14,,journal-article
crossref,Particle emission during the sublimation of graphite,A.G. Whittaker; P. Kintner,10.1016/0008-6223(72)90493-9,,1972-06,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(72)90493-9,,,,,journal-article
crossref,Impacts of Carbon Emission Trading Prices on Financing Decision of Green Supply Chain Under Carbon Emission Reduction Percentage Measure_supp1-3297649.docx,Wei Li,10.1109/access.2023.3297649/mm1,,,,,,,,,False,https://doi.org/10.1109/access.2023.3297649/mm1,,,,,component
crossref,The Existence of Carbon Trading Through Profitability and Carbon Emission Disclosure as a Concretization of Net Zero Emission,Umi Hanifah; Ety Meikhati,10.47701/icohetech.v5i1.4206,,2024-09-24,,"Proceeding of International Conference on Science, Health, And Technology",,,,,False,https://doi.org/10.47701/icohetech.v5i1.4206,,,,,journal-article
crossref,Enhancement of field emission from multistage structure of carbon nanotube arrays,Srinivasarao Boddepalli,10.25148/etd.fi14051177,,,,,,,,,False,https://doi.org/10.25148/etd.fi14051177,,,,,dissertation
crossref,Pricing Decision of Dual-Channel Supply Chain Based on Carbon Emission Reduction Input Under Carbon Tax Policy,Hong Huo; Dan Luo; Zhanghua Yan,10.5220/0012026800003620,,2022,,Proceedings of the 4th International Conference on Economic Management and Model Engineering,,,,,True,https://doi.org/10.5220/0012026800003620,https://doi.org/10.5220/0012026800003620,carbon_papers\Pricing Decision of Dual-Channel Supply Chain Based on Carbon Emission Reduction Input Under Carbon Tax Policy.pdf,2025-05-14,,proceedings-article
crossref,Electron emission from the side wall of an individual multiwall carbon nanotube,Guangyu Chai; Lee Chow,10.1016/j.carbon.2006.09.030,,2007-02,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2006.09.030,,,,,journal-article
crossref,Acoustic emission from graphite under stress,K.E. Gilchrist; D. Wells,10.1016/0008-6223(69)90038-4,,1969-10,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(69)90038-4,,,,,journal-article
crossref,Figure 22.2. Taxation of energy in the Netherlands on a carbon emission basis,,10.1787/888932766833,,,,,,,,,False,https://doi.org/10.1787/888932766833,,,,,component
crossref,Unveiling Carbon Emission Attributions along Sale Chains,,10.1021/acs.est.0c05798.s002,,,,,,,,,True,https://doi.org/10.1021/acs.est.0c05798.s002,https://figshare.com/articles/journal_contribution/Unveiling_Carbon_Emission_Attributions_along_Sale_Chains/13482694/1/files/25876309.pdf,carbon_papers\Unveiling Carbon Emission Attributions along Sale Chains.pdf,2025-05-14,,component
crossref,Field emission from ordered carbon nanotube-ZnO heterojunction arrays,Xingbin Yan; Beng-Kang Tay; Philippe Miele,10.1016/j.carbon.2008.01.027,,2008-04,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2008.01.027,,,,,journal-article
crossref,Impact of carbon emission trading on urban green innovation: empirical evidence from China’s carbon emission trading pilot policy,Kun Tian; Duanqiang Zhai; Shuo Han,10.3389/fenvs.2024.1419720,,2024-09-10,,Frontiers in Environmental Science,,,,,True,https://doi.org/10.3389/fenvs.2024.1419720,https://doi.org/10.3389/fenvs.2024.1419720,carbon_papers\Impact of carbon emission trading on urban green innovation: empirical evidence from China’s carbon emission trading pilot policy.pdf,2025-05-14,,journal-article
crossref,Regional Carbon Emission Measurement Method Based on Carbon Emission Flow Theory,Zhilong Chen; Feixiong Chen; Zhenguo Shao; Zhenyu Wang; Fukun Zhang; Shuyan Liu,10.1109/appeec61255.2024.10922709,,2024-10-25,,2024 IEEE PES 16th Asia-Pacific Power and Energy Engineering Conference (APPEEC),,,,,False,https://doi.org/10.1109/appeec61255.2024.10922709,,,,,proceedings-article
crossref,Carbon Emission Trading Policy and Carbon Emission Efficiency: An Empirical Analysis of China’s Prefecture-Level Cities,Lei Chen; Yining Liu; Yue Gao; Jingjing Wang,10.3389/fenrg.2021.793601,,2021-12-10,,Frontiers in Energy Research,,,,,True,https://doi.org/10.3389/fenrg.2021.793601,https://www.frontiersin.org/articles/10.3389/fenrg.2021.793601/pdf,carbon_papers\Carbon Emission Trading Policy and Carbon Emission Efficiency: An Empirical Analysis of China’s Prefecture-Level Cities.pdf,2025-05-14,,journal-article
crossref,The effect of carbon emission trading on enterprises’ sustainable development performance: A quasi-natural experiment based on carbon emission trading pilot in China,Weiwei Zhang; Bin Xi,10.1016/j.enpol.2023.113960,,2024-02,,Energy Policy,,,,,False,https://doi.org/10.1016/j.enpol.2023.113960,,,,,journal-article
crossref,"Upstream, downstream: the importance of psychological framing for carbon emission reduction policies",Laurence Matthews,10.4324/9781849776721-10,,2017-07-28,,Personal Carbon Trading,,,,,False,https://doi.org/10.4324/9781849776721-10,,,,,book-chapter
crossref,"Figure A.2. Change in carbon dioxide (CO2) emission structure, OECD, 1990-2011",,10.1787/888932977600,,,,,,,,,False,https://doi.org/10.1787/888932977600,,,,,component
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c02293,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c02293,https://doi.org/10.1021/scimeetings.0c02293,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,2025-05-14,,posted-content
crossref,"Decision letter for ""Emission rate of carbon dioxide while sleeping""",,10.1111/ina.12911/v1/decision1,,2021-06-03,,,,,,,True,https://doi.org/10.1111/ina.12911/v1/decision1,https://doi.org/10.1111/ina.12911/v1/decision1,,,,peer-review
crossref,Does Carbon Emission Trading Policy Has Emission Reduction Effect?-An Empirical Study Based on Quasi-Natural Experiment Method,Yupan Zhao; Ruyu Yan,10.2139/ssrn.4516396,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4516396,,,,,posted-content
crossref,57. Acoustic emission in graphite under stress,K Gilchrist; D Wells,10.1016/0008-6223(68)90360-6,,1968-05,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(68)90360-6,,,,,journal-article
crossref,"Figure 4: Carbon emission intensity of agricultural activities in Heilongjiang Province, 1993–2020.",,10.7717/peerj.17856/fig-4,,,,,,,,,True,https://doi.org/10.7717/peerj.17856/fig-4,https://doi.org/10.7717/peerj.17856/fig-4,"carbon_papers\Figure 4: Carbon emission intensity of agricultural activities in Heilongjiang Province, 1993–2020..pdf",2025-05-14,,component
crossref,LANDFILL OPERATION FOR CARBON SEQUESTRATION AND MAXIMUM METHANE EMISSION CONTROL,Don Augenstein,10.2172/789202,,2001-02-01,,,,,,,True,https://doi.org/10.2172/789202,https://digital.library.unt.edu/ark:/67531/metadc718960/m2/1/high_res_d/789202.pdf,carbon_papers\LANDFILL OPERATION FOR CARBON SEQUESTRATION AND MAXIMUM METHANE EMISSION CONTROL.pdf,2025-05-14,,report
crossref,Carbon neutrality endeavors: the impact of carbon emission trading policies on total factor carbon emission efficiency,Lulu Liu; Yanyin Lv; Da Gao; Xinlin Mo,10.1007/s11356-024-32050-5,,2024-01-23,,Environmental Science and Pollution Research,,,,,False,https://doi.org/10.1007/s11356-024-32050-5,,,,,journal-article
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c00887,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c00887,https://openresearchlibrary.org/ext/api/media/0f1a4d4f-0d86-45eb-833e-7ab15d51ecc6/assets/external_content.pdf,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,,,posted-content
crossref,Carbon Emission Reduction Effects of China's Green Local Government Special Bonds Under ‘Dual Carbon Goals’,Ping Zhang; Qinghua Guo,10.2139/ssrn.4445098,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4445098,,,,,posted-content
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c00888,,2020-04-02,,,,,,,False,https://doi.org/10.1021/scimeetings.0c00888,,,,,posted-content
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c02398,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c02398,https://doi.org/10.1021/scimeetings.0c02398,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,,,posted-content
crossref,Field emission of nitrogenated amorphous carbon films,U. Hoffmann; A. Weber; C.-P. Klages; T. Matthée,10.1016/s0008-6223(98)00266-8,,1999-04,,Carbon,,,,,False,https://doi.org/10.1016/s0008-6223(98)00266-8,,,,,journal-article
crossref,,,10.1117/12.3045228.55369e4c-934a-ef11-a9a2-005056914f1c,,,,,,,,,False,https://doi.org/10.1117/12.3045228.55369e4c-934a-ef11-a9a2-005056914f1c,,,,,component
crossref,Does the carbon emission trading system facilitate public building carbon dioxide emission reduction in China?,Weina Zhu; Tianzheng Luo; Tianpeng Wang; Zhi Sun; Xiaodong Li,10.1016/j.buildenv.2025.112953,,2025-06,,Building and Environment,,,,,False,https://doi.org/10.1016/j.buildenv.2025.112953,,,,,journal-article
crossref,Unveiling Carbon Emission Attributions along Sale Chains,,10.1021/acs.est.0c05798.s001,,,,,,,,,True,https://doi.org/10.1021/acs.est.0c05798.s001,https://figshare.com/articles/journal_contribution/Unveiling_Carbon_Emission_Attributions_along_Sale_Chains/13482694/1/files/25876309.pdf,carbon_papers\Unveiling Carbon Emission Attributions along Sale Chains.pdf,,,component
crossref,"Figure 5: Agricultural carbon emission trends in Heilongjiang under different scenarios, 2021–2030.",,10.7717/peerj.17856/fig-5,,,,,,,,,True,https://doi.org/10.7717/peerj.17856/fig-5,https://doi.org/10.7717/peerj.17856/fig-5,"carbon_papers\Figure 5: Agricultural carbon emission trends in Heilongjiang under different scenarios, 2021–2030..pdf",2025-05-14,,component
crossref,Prediction of Building Carbon Emissions in Campus Areas Based On Carbon Emission Correlation Factor,Jingjing Wang; Mingzhu Xiu; Xiuli Du,10.2139/ssrn.5088201,,2025,,,,,,,False,https://doi.org/10.2139/ssrn.5088201,,,,,posted-content
crossref,"Decision letter for ""Emission rate of carbon dioxide while sleeping""",,10.1111/ina.12911/v2/decision1,,2021-07-11,,,,,,,True,https://doi.org/10.1111/ina.12911/v2/decision1,https://doi.org/10.1111/ina.12911/v2/decision1,,,,peer-review
crossref,Background emission in carbon furnace atomic-emission spectrometry,D. Littlejohn; J. M. Ottaway,10.1039/an9770200553,,1977,,The Analyst,,,,,False,https://doi.org/10.1039/an9770200553,,,,,journal-article
crossref,LANDFILL OPERATION FOR CARBON SEQUESTRATION AND MAXIMUM METHANE EMISSION CONTROL,Don Augenstein,10.2172/766701,,1999-01-11,,,,,,,True,https://doi.org/10.2172/766701,https://digital.library.unt.edu/ark:/67531/metadc720855/m2/1/high_res_d/766701.pdf,carbon_papers\LANDFILL OPERATION FOR CARBON SEQUESTRATION AND MAXIMUM METHANE EMISSION CONTROL.pdf,,,report
crossref,Table 1: Comparative data of eight major carbon emission rights exchanges in China.,,10.7717/peerj-cs.2827/table-1,,,,,,,,,False,https://doi.org/10.7717/peerj-cs.2827/table-1,,,,,component
crossref,Fairness in the selection of international carbon emission accounting standards,Wenju Wang,10.4324/9781003388500-5,,2023-03-03,,Price Analysis of China's Carbon Emissions,,,,,False,https://doi.org/10.4324/9781003388500-5,,,,,book-chapter
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c02397,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c02397,https://doi.org/10.1021/scimeetings.0c02397,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,,,posted-content
crossref,Broadband Terahertz Source Based on Photomixing in Laser-Assisted Field Emission with Clusters of Carbon Nanotubes,Mark J.,10.5772/39438,,2010-03-01,,Carbon Nanotubes,,,,,True,https://doi.org/10.5772/39438,https://www.intechopen.com/citation-pdf-url/10023,carbon_papers\Broadband Terahertz Source Based on Photomixing in Laser-Assisted Field Emission with Clusters of Carbon Nanotubes.pdf,2025-05-14,,book-chapter
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c02396,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c02396,https://doi.org/10.1021/scimeetings.0c02396,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,,,posted-content
crossref,Optimization of carbon dots' emission wavelength for biological applications,Keenan J Mintz,10.1021/scimeetings.0c02304,,2020-04-02,,,,,,,True,https://doi.org/10.1021/scimeetings.0c02304,https://doi.org/10.1021/scimeetings.0c02304,carbon_papers\Optimization of carbon dots' emission wavelength for biological applications.pdf,,,posted-content
crossref,Acoustic Emission Sensors for NDC of Carbon/Carbon,B. R. Tittmann,10.1007/978-1-4899-0670-0_20,,1991,,Nondestructive Characterization of Materials IV,,,,,False,https://doi.org/10.1007/978-1-4899-0670-0_20,,,,,book-chapter
crossref,Game analysis on the initial allocation of carbon emission rights,Wenju Wang,10.4324/9781003388500-16,,2023-03-03,,Price Analysis of China's Carbon Emissions,,,,,False,https://doi.org/10.4324/9781003388500-16,,,,,book-chapter
crossref,Low Carbon Management of China’s Hotel Tourism through Carbon Emission Trading,Lei Wang,10.3390/su15054622,,2023-03-05,,Sustainability,,,,,True,https://doi.org/10.3390/su15054622,https://www.mdpi.com/2071-1050/15/5/4622/pdf?version=1677996801,carbon_papers\Low Carbon Management of China’s Hotel Tourism through Carbon Emission Trading.pdf,2025-05-14,,journal-article
crossref,Chengdu carbon emission analysis and emission reduction countermeasure research in the context of the Double Carbon,Haizhou Liang; Sitong Chen; Yang Yan; Shutian Li; Mengting Qin,10.54097/e3d2qx54,,2025-02-18,,"Highlights in Science, Engineering and Technology",,,,,False,https://doi.org/10.54097/e3d2qx54,,,,,journal-article
crossref,Study on carbon emission reduction countermeasures based on carbon emission influencing factors and trends,Xinfa Tang; Shuai Liu; Yonghua Wang; Youwei Wan,10.1007/s11356-024-31962-6,,2024-01-25,,Environmental Science and Pollution Research,,,,,True,https://doi.org/10.1007/s11356-024-31962-6,https://www.researchsquare.com/article/rs-3242395/latest.pdf,carbon_papers\Study on carbon emission reduction countermeasures based on carbon emission influencing factors and trends.pdf,,,journal-article
crossref,Analysis of Laser Plasma Carbon Swan Emission Spectra,Christian Parigger,10.20944/preprints202305.0423.v1,,2023-05-06,,,,,,,True,https://doi.org/10.20944/preprints202305.0423.v1,https://www.preprints.org/manuscript/202305.0423/v1/download,carbon_papers\Analysis of Laser Plasma Carbon Swan Emission Spectra.pdf,2025-05-14,,posted-content
crossref,Self-heating Schottky emission from a ballasted carbon nanotube array,Yonghai Sun; David A. Jaffray; John T.W. Yeow,10.1016/j.carbon.2013.02.035,,2013-07,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2013.02.035,,,,,journal-article
crossref,"Identification of Key Carbon Emission Industries and Emission Reduction Control Based on Complex Network of Embodied Carbon Emission Transfers: The Case of Hei-Ji-Liao, China",Shaonan Shan; Yulong Li; Zicheng Zhang; Wei Zhu; Tingting Zhang,10.3390/ijerph20032603,,2023-01-31,,International Journal of Environmental Research and Public Health,,,,,True,https://doi.org/10.3390/ijerph20032603,https://www.mdpi.com/1660-4601/20/3/2603/pdf?version=1675416817,"carbon_papers\Identification of Key Carbon Emission Industries and Emission Reduction Control Based on Complex Network of Embodied Carbon Emission Transfers: The Case of Hei-Ji-Liao, China.pdf",2025-05-14,,journal-article
